"Artikul","price","balance"
"4-304110-02",1620,100
"4-304120-06-08",3960,100
"29140-200-10_z01",121.37640000000002,100
"29140-300-06_z01",77.5146,100
"29140-300-10_z01",144.4348,100
"59233-4",461.7092,100
"301010-08-040",175.562,100
"2202-1-16_z01",950.2733999999999,100
"2-11197",482,100
"57131-10",205,100
"39817-6",441,0
"39838",226,100
"57133-30",975,100
"2-15081-45",318,100
ЗПС-1400 Э,5600,100
"4-39599",248,100
"4-51533-PA-3/4",361.06239999999997,100
"1-43315-070",1458.575,0
"4-300011-38-065",150,100
"4-300011-48-095",195,100
"4-300051-39-030",243,100
"4-300191-42-014",273,100
"4-300391-30-020",220,100
"4-300391-35-025",179,100
"4-300231-39-025",232.33059999999998,100
"4-300231-39-032",287,100
"4-300371-40-070",78.3592,100
"4-300371-50-030",203.3518,100
"4-300371-50-090",194.48760000000001,100
"4-300391-45-045",121,100
"4-300391-50-050",210,100
"4-300391-60-120",245,100
"28752-15.8",158.506,100
"29190-35",398,100
"39903_z01",2847,100
"4255-55/382C",89,0
"4255-55/516C",398,100
"4260-55/713C",511,100
"0662",162,100
"4-51523-P-3/4",157.3908,100
"4-51720-C-3/4",441,100
"4-01013-025",16.2196,100
"3680-160-20-18",184.336,100
"3681-160-20-24",203.19600000000003,100
"3681-230-30-36",347.106,100
"3682-210-30-48",322.916,100
"36901-160-20-18",315.864,100
"36901-165-20-20",341.85799999999995,100
"907-21111-060-10",43.788000000000004,100
"907-21111-100-50",193.2166,100
"907-22101-040-10",33.333,100
"907-22101-060-50",158.03859999999997,100
"29610-H6",108.0924,100
"29626-1.5",16.4246,100
"01501-40",47.7404,100
"33811-1.5",25.584,100
"8-422103-S",262,100
"27025-06",20.746,100
"27076-09",27.47,100
"4-31315-48-12-0500",1879,100
"28731-38.1-1",736,100
"28746-28.6",414.018,100
"28748-12.7",135.464,100
"28748-25.4",313.076,100
"4-01007-063",42.8204,100
"4-01009-100",72.4306,100
"01501-55",109.7898,100
"33811-1",25.584,100
"20365",163,100
"18096-12",169.08399999999997,100
"18096-25",204.42600000000002,100
"18096-30",235.586,100
"18205-06",145.304,100
"31758-28-10",103.5086,100
"26127-3-50-2",119.96600000000001,0
ГКБ-400,12045,100
"27339-3_z01",733,100
"27336-0_z01",380,100
"18096-28",230,100
"18205-08",145.304,100
"18205-H3",417,100
"31615-10",7,100
"901-11431-093-5.6",21.270799999999998,100
"901-11431-101-6.4",25.625,100
"901-11431-151-12.5",106.78859999999999,100
SV-54110-N,56,100
SV-54115-A,61,100
SV-54117-SM,45,100
SV-54117-DM,45,100
SV-54130-DM,36,100
SV-54131-DM,41,100
"36250-230-1.6",120.294,100
"36252-230-1.6",126,100
ЗЭСБ-800,9831,100
ЗО-7.2-Ли КН,3009,100
SV-54138-GM,45,100
SV-54147-SM,23.124000000000002,100
SV-54147-DM,23.124000000000002,0
SV-54148-SM,26.977999999999998,100
SV-54148-DM,26.977999999999998,100
SV-54149-GM,26.977999999999998,100
SV-54177-DM,1,100
SV-54442-SM,146,100
SV-54445-B,1,100
SV-54466-SM,0,100
"27017-22",71.586,100
"27018-10-12",25.502000000000002,100
"27018-19-22",55.431999999999995,100
"27079-13",81.01599999999999,100
"909-12131-180",178.59600000000003,100
"909-12171-110",57.81,100
"3680-150-20-16",180.72799999999998,100
"3680-165-20-20",193.27399999999997,100
"3680-180-30-20",216.07,100
"3680-210-30-24",271.83,100
"3682-150-20-36",210.08399999999997,100
"3682-200-30-48",293.888,100
"3682-250-32-60",473,100
"36901-190-20-24",434.436,100
"36901-300-32-32",823.6080000000001,100
"901-25554-1000-14",424.9486,100
"901-25554-250-26",350.87799999999993,100
"3160-12",48,100
"0512-16",23,100
"16705-15",56.670199999999994,100
"2989-H10",117.9898,100
"3655-150-20",153,100
"38807-04",2161,100
"2915-120-10",69.864,100
"2950-25",67,100
"0216-24",145,100
"0216-18",110.78199999999998,100
"3580-125-040",70.848,100
"18840-S",123,100
"2957-074",222.056,100
"59203-4C_z01",89,0
"38800-05",1076,100
"1512-40",266,100
"32245-100_z01",311.14079999999996,100
"32245-300_z01",765.6504000000001,100
"0608-1",22,100
"0608-2",22,100
"31614-14",57.605,100
"1542-4,5",241,100
"31612-10",53.135999999999996,100
"20052-20",556,0
"39470",409,100
"0638",62.410199999999996,100
"3656-125-40",50,100
"39438",125,100
ПБЦ-М49-45,4649,0
BS-45-40,3350,0
КРБ-1300,5157,0
"2993-32",164,100
"2915-085-05",27.863599999999998,100
"2915-300-12",148.1576,100
"2915-300-14",191.42899999999997,100
"39820-6",455,100
"2773-01",90,100
"0861-S3",97,100
"4510-07",38.1792,100
"3547-150",185.18880000000001,100
"0812-12-80",656.7298,100
"50110-100",49,100
"2611-H13",160.064,100
"23313-035",551,100
"2330-120",2829,100
"0673-31",335,100
"25615-H11",277.775,100
"2994-H5",657.886,100
"40310-3/4-25",787,100
"50210-03",92,100
"50210-10",587,100
"50210-12",864,100
"0223-24",129.724,100
"43220-150",647,100
"20052-10",351,100
"3262-1",1303,100
"2915-150-08",65.149,100
"11255-M_z01",130,0
"11210-M_z01",130,0
"51097-3/4",71.0612,100
"51096-1",52.4718,100
"4250-55258C",488,100
"4260-55/667C",521,100
"18855",440.6516,100
"4208-53/129C",479,100
"4260-55/621C",216,100
"4207-53484",164,100
"4207-53487",186,100
"4207-53490",173,100
"28035-5",352.10799999999995,100
"36654-125",95,0
"20034-01",74,0
"20034-03",105,0
"20034-08",215,0
"12080-50-50",286.918,100
"45112-07",21.5906,100
"45112-10",26.3302,100
"30662-12-60",17.6628,100
"45111-08",27.2404,100
"45112-04",17.679199999999998,100
"45112-14",26.7894,100
"51095-1/2",32,100
"51096-1/2",28.4294,100
"39820-8",492,0
"15203-50",614,0
"15205-50",660,0
"1810-20",135.84939999999997,0
"31205-40-06",514,100
"31205-40-08",549,100
"32095-080-300",289,100
"37812-032-51-4",66.584,100
"47865",138.867,100
"0108-100",60,100
"27265-25",976,100
"28273-1-1/4",81,100
"15344-01",105,100
"3318-40",1999.4306,100
"2008-1.5",601.716,100
ЗТП-9,4223,100
"11468-S",373,100
SV-54137-GM,36,100
SV-54137-N,42,100
"51099-1/2",60.130599999999994,100
"51350-N-3/4",342.9486,100
"51353-N-1/2",228.14860000000002,100
"51354-N-1",534.7629999999999,100
"51352-N-1",610.326,100
"51355-N-1/2",228.14860000000002,100
"51355-N-3/4",342.9486,100
"51400-20",292.41200000000003,100
"51409-16-1/2",129,100
SV-57983,178.1286,0
SV-57991,842.4434,100
"901-11539-101-6.3",32.0538,100
"31617-10",15,100
"31643-12",37.760999999999996,100
"4-01003-050",31.2502,100
"4-01007-020",12.7592,100
"4-01007-038",23.5996,100
"4-01009-020",13,100
"4-01009-063",37.4494,100
"4-01050-063",65.8706,100
"51002-100",143.8608,100
"3662-105",56,100
"06630",150,100
"29505-14",61.992,100
"29505-18",65.84599999999999,100
"29505-20",66.584,100
"29505-30",88.642,100
"3063-45-30",19.843999999999998,100
"2948-450-H5",1121.924,100
"3681-180-20-30",236.898,100
"3682-160-20-36",222.958,100
"3682-250-30-60",473,100
"36901-210-30-24",475.846,100
"36901-250-32-24",629.924,100
"36903-130-16-24",170,0
"36903-150-16-24",179.5882,100
SV-54325-W,97,100
SV-54415-B,40,100
SV-54419-W,40,100
SV-54434-B,45,100
SV-54435-W,46,100
SV-54435-B,46,100
SV-54435-SM,46,100
SV-54437-SM,45,100
SV-54438-W,46,100
SV-54438-SM,46,100
SV-54463-S,0,100
"2917-65",315,100
"901-11539-101-6.6",37.0886,100
"4-29625-093-5.5",55.35,100
"4-29625-101-6.1",72.1436,100
"4-29625-151-12",289.29600000000005,100
"4-29626-109-6.7",127.8708,100
"4-29626-133-9.5",237.45559999999998,100
"4-29626-133-10.5",311.0178,100
"4-29626-151-12",437.1256000000001,100
"4-29626-151-13",486.3092,100
"51865-2",107.17399999999999,100
"51883-09",125.13199999999999,100
"51046-3/4-1/2-HT2",546.6694,100
"51072-G/S-3/4",174.93060000000003,100
"51083-1/2-3/8",56.8588,100
"51085-1-3/4",54.6694,100
"51086-1/2-3/8",43.7388,100
"51352-N-1/2",242.67899999999997,100
"51402-16-1/2",109,100
"51404-20-3/4",447.064,100
"51409-20-1/2",175,100
"0315-15",85.936,100
"03541-25",161.95,100
SV-49071-10-C,129.0106,100
SV-49073-16-C,413,100
SV-49073-25-C,413,100
SV-49112-30-40,483,100
SV-54419-B,40,100
SV-54430-W,42,100
"901-11539-075-3.8-K2",25.6742,100
"901-11539-075-3.9-K2",25.6742,100
"901-11539-086-4.9-K2",37.2936,100
"901-11539-093-5.7",27.051800000000004,100
"901-11539-093-5.8",27.051800000000004,100
"901-11539-109-6.8",37.0886,100
"0215-15",46.658,100
"2330-045",575.8204000000001,100
"27515-132-21",47,100
"4-304050-02",5408,100
"4-304050-05",4532,100
"4-304050-06",4893,100
"4-304110-10",4305,100
"27251-20",223,100
SV-54200-SM,43.788000000000004,100
SV-54202-GM,60.27,100
SV-54205-SM,54.53,0
SV-54217-SM,52.644000000000005,100
"11250-M",63,100
"11250-XL",63,100
"4-303076-10-016",25.6004,100
"4-28006-10-1.5-H2",113.8898,100
"4-28006-14-2.0-H2",178.30079999999998,100
"4-28006-12-1.5-H2",137.0302,100
"4-28022-05-0.8",51.75019999999999,100
"4-28022-08-1.25",66.1494,100
"4-28022-18-2.0",105.68979999999999,100
"2002-02",127.83800000000001,100
"305030-35-090",476,100
"305030-40-100",474,100
"305010-18-032",435,100
"300015-39-064",305,100
"300016-42-076",29.11,100
"300036-35-045",31.652,100
"3508",77.16199999999999,100
"0101-025",12.3902,100
"300035-35-035",374,100
"0104-025",33.1608,100
"300035-35-055",327,100
"300035-39-064",305,100
"300035-42-076",323,100
"1008-15",58.794000000000004,100
"1217-05",59.1958,100
"300031-35-019",182,100
"300031-48-102",173,100
SV-49031-10-C,193,100
SV-49031-50-C,325,100
SV-49031-63-C,309,100
SV-49033-40-C,911,100
SV-49051-40-B,125.3698,100
SV-49053-06-B,435.14119999999997,100
"34925",3271,100
"34927",2451,100
"34956",1757.3256,100
"4230-53828",163,100
"26221-1-25-10",15.6948,100
"09173",146,0
"01053-038",71.1596,100
"01053-100",268.3204,100
"08215-4",94.39020000000001,100
"11195",124,100
"45111-05",17.9498,100
"45111-12",38,100
"2008-4",1635,100
"3569-10",153,100
"4-39593",232,100
"26202-3-50-10",7,100
"159521-4",91.43,100
"159522-4",108.65,100
"159531-3",74.21,100
"159552-1,2",195.73399999999998,100
"159590-H10",369.90200000000004,100
"159611-2,5",102.336,100
"1589-02",328,100
"23802",117.3502,100
"28241-1",338,100
"34700-2",3288,100
SV-55030-5,320.35760000000005,100
SV-55053-5,456.5514,100
SV-55220-2,0,100
SV-55230-2,4,100
SV-55233,41,100
"1110-H4",39.1796,100
"11112",52.8408,100
"8-428457",105,100
"35185-150",109,100
"35185-175",123,100
"4-300176-35-09",10.168000000000001,100
"28701-57.1",825.002,100
"28702-28.6",303.81,100
"28705-33.3",385.318,100
"4-300236-39-032",9.9302,100
"4-300406-40-025",5.2808,100
"4-300406-50-050",5.190600000000001,100
"4-300406-60-070",7,100
"4-300407-35-030",19.1306,100
"4-300407-40-035",19.7702,100
"4-300486-75-182",18.1302,100
"4-302056-06-025",15.071599999999998,100
"4-20023-05",163.6802,100
"30917-20",118,0
"3786-25-200",39,100
"3786-36-200",62.97599999999999,100
"3550-025_z01",6806,100
"4-39597",227,100
"4-39617",79.70400000000001,0
"4511-10",41.3608,100
OL-ABB-10B,165.25459999999998,100
SV-55055-5,501.29060000000004,100
"4260-55/681C",869,100
"25829-12-125 G",64,100
"1-34851",769.9472000000001,100
"309050-25-100",30.586,0
"309060-36-200",99.056,100
"309070-48-400",280.071,0
"4-51320-C-5/4",1021,100
"4-51323-C-1",696.8359999999999,100
"4-51323-C-3/4",453,100
"2587-H7 G",81,100
"1-34850",1763,100
"1-34861-010",450,100
"2-06383-H2",264,100
"4-44951-20-100",159.49,100
"39817-7",452,100
"39828-7",877,100
"29314-260-08_z01",115,100
"29314-260-10_z01",119.064,100
"29314-450-18_z01",401.964,100
"2930-310-12_z01",141.77800000000002,100
"4205-53516",122,100
"4205-53528",114,100
"4214-53/255",1260,100
"42075-53551",163,100
"4230-53817",143,100
"4230-53824",108,100
"4230-53826",261,100
"4230-53842",467,0
"4230-53806",200,100
"4242-55/552",478,100
"4246-55015B",177,100
"4246-55034B",596,100
"4253-55/315C",213,100
"31625-10",23,100
"37262-120",289.7306,100
"37269-95",107.5102,100
"305010-50-150",377,100
"0182-14",150.2404,100
"2140-30",102.0408,100
"2002-10",327.344,100
"303080-08-040",670,100
"303080-08-090",549,100
"303080-10-020",719,100
"0565-28",22.877999999999997,100
"3575",260.9404,100
"0562-24",42.558,100
"0803",414.42799999999994,100
"0802-06",215,100
"35101-125",112.832,100
"35105-100",140.384,100
"35122-125",156.948,100
SV-54118-W,53,100
SV-54147-B,23.124000000000002,100
SV-54151-B,34.358,100
SV-54162-G,0,100
SV-54205-B,54.53,100
SV-54215-B,56,100
SV-54238-W,94.956,100
SV-54310-W,64,100
"31770-300-15",160.37560000000002,100
"4-01011-020",10.9306,100
"4-01011-038",18,100
НПЧ-М1-550,2017,100
"1017-25_z01",33.21,100
"31785-30",446,100
"300036-42-076",29.192000000000004,100
"300036-48-090",27.305999999999997,100
"0101-050",22.3204,100
"0101-075",36.9902,100
"0101-100",54.39059999999999,100
"0104-100",170.6502,100
"1022",20.360599999999998,100
"305030-20-050",510,100
"305030-30-080",478,100
"300015-35-045",251,100
"0367-18",281.4486,0
"300015-42-070",298,100
"0393-2",45.4608,100
"300011-35-045",98,100
"300011-42-076",118,100
"300016-35-025",34.358,100
"300016-35-035",31.734,100
"2750-21",168.1984,100
"2725-25",291,100
"2725-30",410,100
"303550-06",830,100
"303550-16",757,100
"305030-18-050",527,100
"0182-07",71.0694,100
"305310-18-030",625,100
"305310-18-040",625,100
"3418-50",526.0218,100
"303080-10-120",699,100
"1120-L",52,100
"303080-12-050",614,100
"303080-12-055",457,100
"3572-20",59.802600000000005,100
"303080-16-080",561,100
"310205-080-060",270,100
"310255-100-400",514,100
"310265-120-24",314,100
"300031-48-095",178,100
"2956-2",128.24800000000002,100
"0509-16",23.37,100
"0506-10",27.962000000000003,100
"0506-16",37.474000000000004,100
"2565-H6",385.07200000000006,100
"300035-35-051",306,100
"0104-038",50.4792,100
"0104-050",62.410199999999996,100
"0104-063",115.7102,100
"1008-25",89,100
"300035-48-152",1034,100
"0111-63",56.309400000000004,100
"2986-08",90.6592,100
"29250-110-04",37,100
"29250-160-12",57.645999999999994,100
"29250-210-08",55.678000000000004,100
"2045-06",77,100
"27112-08",24,100
"2772-08",22,100
"2000-08",231.42860000000002,100
"2761-10",368,100
"2012-7",515,100
"3612-150-2,5",26.65,100
"0821-2",103.7792,100
"55031-5",136.53,100
"27314-2",487,100
"27311-2",487,100
ЗМПМ-М,135,100
"302184-08-130",1060,100
"302184-12-160",1263,100
"10751-4.0",1097,100
N000-009-436,7366.740599999999,0
"3445-150",514,100
"2731-3",578,100
"2772-14",27.634,100
"0361-S-20",10.578,100
"0106-038",27,100
"37617-90-16",38,100
"37617-100-18",46,100
"3650-150-06",57.56400000000001,100
"3650-115-06",40.59,100
"27089-H8",308,100
"27014-08-10",25.666,100
"29350-920-25_z01",1753,100
"29350-370-32_z01",1230,100
"29350-570-32_z01",1779,100
"1009-25-06",89,100
"27087-07",39,100
"27087-11",47,100
"2555-H41",389,100
"4315-100",355.15840000000003,100
"2993-20",119,100
"27087-27",261,100
"27087-H12",736,100
"27010-12-13",58.794000000000004,100
"32011-080-300",414,100
"300196-42-016",24.764,100
"300191-42-016-3005",328,100
"300191-42-019-8017",317,100
"300216-42-025",22,100
"300211-42-016-5005",365,100
"300211-42-025-8017",391,100
"16701-15",65.05059999999999,100
"16703-15",65.4196,100
"27087-15",70,100
"4-300310-48-060-8028",1636.3591999999999,100
"27632-H22",2803,100
"26050-H11",384,100
"1588-S2_z01",20,0
U351-800-064-W,46.4858,0
U354-570-049-W,46,0
U362-110-031-W,68.265,100
"110244",92.98800000000001,100
"2565",409,0
"29850-32",627.1196,100
"29850-38",713.646,100
"29850-80",1322.7666,100
"29860-06",107.08380000000001,100
"35115-075_z01",151,100
"34410-150",1025,100
SV-49095-10,94,100
SV-49095-25,110,100
"4-300315-48-065-3005",366.2694,100
"4-300315-55-050",579.494,100
"4-300315-63-070",500,100
"35112-2",52,100
"2910-110-07_z01",83.4022,100
"2910-120-10_z01",139.3262,100
"2515_z01",43.665,100
"0332-18_z01",130.134,100
"03-0509-07_z01",51.41400000000001,100
"03-0512-07_z01",48.95400000000001,100
"15995-1.2_z01",82.984,100
"09317",150,100
"26168",388.557,100
"47751",626.0454,100
"2942-H8_z01",163.016,100
"29382-25-280",253.2652,100
"4-29605-086-5",19.425800000000002,100
"4-29605-142-11",76.5634,100
"2910-120-10_z02",26.4942,100
U561-144-014-C,303.646,100
U561-144-036,157.9238,0
"01817-15",204.3604,100
"26051-H11",384,100
"1588-S10",77,100
"3720_z01",371.7306,100
"39495-250",5739,100
"20070-05",1463,100
"02142-18",68,100
"03501-18_z01",113.07800000000002,100
SV-54235-SM,48.544000000000004,100
"34587-080",967.5508,100
"11077",864.6326000000001,100
"11079",7796.2238,100
"47716",881.2622,100
"47718",1209.623,100
"2942-070-04_z01",18.778,100
"2942-H5_z01",112.586,100
"29482-450-12",336.36400000000003,100
"29482-450-40",1544.47,100
"29381-00-280",252.91260000000003,100
"4-29605-109-7",33.4724,100
"4-29605-125-9.5",52.808,100
"4-29621-057-2.5",15.629199999999999,100
"4-29621-061-2.9",18.4582,100
"4-29621-065-3.3",19.7784,100
"15178_z01",251.67440000000002,100
"4-300310-48-065-5005",1540.6898,100
"4-300310-48-080-6005",1472.3591999999999,100
"3595-180",86.0016,100
"3598",62.6808,100
"35981",180.44100000000003,100
"29730-4",156.3822,100
"29730-6",220.34219999999996,100
"15585-4",226.97600000000003,100
"907-21104-060-50",293.1992,100
"907-21112-080-10",52.398,100
"907-21112-080-50",261.81780000000003,100
"907-22004-320-50",424.66979999999995,100
"907-22101-120-50",131.37220000000002,100
"907-22102-040-10",47.5846,100
"907-22102-060-50",213.2164,100
"907-22102-080-10",39.073,100
"907-22102-180-10",38.047999999999995,100
"29421-085-05",31.57,100
"29421-090-06",35.587999999999994,100
"29421-140-12",68,100
"02533-25",140.056,100
"06856-12-1",610.8098,100
"50100-500",184,100
"250071-3.0-080",118,100
"250071-2.5-060",116.8418,100
"250072-2-038",125.04180000000001,100
"250073-1-080",120.9418,100
"250077-15-080",124.025,100
"25555-H22",811,100
"1820-H5",615.7379999999999,100
"4-01003-025",15.0306,100
"4-01007-050",33.800399999999996,100
"4-01009-050",29.159200000000002,100
"4-300451-06-070",169.412,100
SV-54146-W,23.124000000000002,100
SV-54173-S,1,100
"2-39134-S",73.3818,100
"4-300480-75-202",6672.0694,100
"4-300012-35-020",292.4694,100
"4-300032-38-065",314,100
"4-300392-35-025",334.3796,100
"4255-55/524C",336,100
"4255-55/500C",296,100
"4260-55/663C",222,100
"06633-31",376,100
"42359-53/669C",647,100
"159552-2",195.73399999999998,100
"159705-U-28",214.43,100
"33401-83",218.80879999999996,100
"26221-2-25-50",7,100
"01051-063",124.91060000000002,100
"01051-100",222.76940000000002,100
"06301-18-H20",139.318,100
"08291-14",127.28039999999999,100
"39811",518,100
"57133-10",770,100
"27262-30",587,100
"27785-3/8",392.9686,100
"29421-H8",310.206,100
"29480-130-27",254.88879999999997,100
"29480-140-32",292.0184,100
"29480-140-34",319.7016,100
"1-23290-105",6551,0
"4205-53524",102,100
"4205-53525",102,100
"4218-53/376C",1562,100
"424119",256,0
"424511",1174,0
"424518",643,0
"4-39581-10",259,100
"38610",1126,100
"1-01041-79",1064.3272,100
"1-01042-79",1101.7848000000001,100
"4-300137-38-11",23.452,100
"4-300197-42-051",24.19,100
"4-300377-30-040",26.6008,100
"4-300377-45-045",29.0608,100
"4-300377-60-080",27.3306,100
"4-300397-35-040",29,100
"43301-5",5617,100
"43316-305",2586,100
"3612-150-1.6",20.746,100
"3612-180-1.6",27.962000000000003,100
"4-300010-35-020",3410,100
"4-300010-38-065",1394,100
"4-300030-42-075",1164,100
"4-300190-42-014",3363,0
"4-300390-45-050",1949,100
"3550-80-775",5723,100
"2-02041-18",68,100
"37811-H8",334.68299999999994,100
"4230-53803",139,100
"4230-53805",176,100
"4246-55006B",374,100
"4246-55008B",552,100
"4248-55235C",158,100
"421567",113,100
"421572",155,100
"421574",182,100
"10727-3.0",499,100
SV-54102-W,56,100
SV-54105-W,39,100
SV-54107-W,43,100
SV-54119-B,113,100
SV-54130-W,42,100
SV-54137-B,42,100
SV-54138-W,44,100
SV-54161-B,0,100
SV-54164-GR,0,100
SV-54202-B,60.27,100
SV-54202-W,98.236,100
"28712-22.2",579.6579999999999,100
"28717-34.9",1023.688,100
"28717-57",1305.768,100
"10078-25-08",54.284000000000006,100
"4-51322-C-1/2",323.73600000000005,100
"4-51324-C-3/4",526.932,100
"1-15189-27-19",412.69,0
"4-01013-050",27,100
"4-01013-100",62.410199999999996,100
"4-01014-038",21.7792,100
"4-300392-30-012",632.3102,100
"4-300210-42-025",3325,100
"4-38660",186,100
"11280-XL_z01",150,0
"2930-310-18_z01",248,100
"39813",396,100
"57131-30",434,100
ЗПС-1100 Э,4050,100
"2-34183-020",414.22299999999996,100
AUMP-21.6,180,100
"4-300036-50-125",8.380400000000002,100
"4-300196-42-051",10,100
"4-300376-40-050",11.6604,100
"4-300376-40-070",10.840399999999999,100
"4-300396-35-040",11.152000000000001,100
"4-300396-40-060",9.594,100
"27085-H12",686,100
"27038-12-13",30,100
"27014-19-22",67.732,100
SV-54149-B,26.977999999999998,100
"907-56006-150-10",375.97,100
"907-56006-180-10",375.97,100
"907-56006-320-10",375.97,100
SV-57589-30,245,100
"4-300033-48-150",287,100
"4-300376-60-050",9.7498,100
"4-300376-60-140",11.0208,100
"4-300396-35-030",10.823999999999998,100
"4-300456-10-090",19.040399999999998,100
"4-300456-10-160",20.827999999999996,100
"55304-60",989.4694000000001,100
"55370",1851.3796000000002,100
"32155-120-1000_z01",794,0
"4-300377-50-035",28.0604,100
"4-300377-50-040",27.6996,100
"4-300377-50-120",22,100
"4-300397-30-025",26.7894,100
"4-300397-35-030",28,100
"4-300397-50-080",27.9702,100
"4-300397-60-120",21.5004,100
"4-300397-60-140",18.9502,100
"4-300397-60-160",21.5004,100
"4-300392-45-045",279.7102,100
"27610-30",893,100
"4-300036-50-100",7.109399999999999,100
"4-300376-30-030",11.119200000000001,100
"29320-310-16_z02",517,0
"4-300376-40-030",11.119200000000001,100
"35481-150-03",56.1126,100
"11113",55.5796,100
"11161",104.77960000000002,100
"11109-H15",818.1795999999999,100
SV-54145-2-GM,4.838,100
"1225-15-50",466.39959999999996,100
"12259-50-05",346,100
"12470-50-50",57.318000000000005,100
"12472-50-30",295.118,100
БЗУ-18 С1,820,100
"03816-18",86,100
"03816-24",105,100
"03716-18",56,100
SV-54167-DM,0,100
SV-54336-W,64,100
SV-54400-B,45,100
SV-54417-B,40,100
SV-54417-SM,40,100
SV-54437-B,45,100
SV-54438-B,46,100
SV-54460-W,0,100
"0830-14",113.8898,100
"0831-3",177.57920000000001,100
"27721-250",213.7084,100
"27730-1/2",736.4830000000001,100
"51007-G/G-050-100",437.33880000000005,100
"36650-105",72,100
"36652-110",81,100
"3664-110",64,100
"3665-150",81,100
"901-11431-036-1.1-K2",6.937200000000001,100
"4-309017-25-200",42,100
"4-309017-90-600",155.88199999999998,100
"4-309037-25-200",42,100
"40100521",594,0
"40100534",1230,0
"40100535",1353,0
"40100536",1476,0
"0807",386.302,100
"4-34583-080",417.44559999999996,100
"4-34583-120",569.9082,100
"4-34583-150",715.2778,100
"4-29605-133-10.2-K5",162.3928,100
"4-29605-184-17",220.3258,100
OL-L5-AL,448.5728,100
"25555-H52",1574.8182000000002,100
"06599-H",210.1742,100
"06503",579.2972,100
"27014-H12",816,100
"27033-10-12_z01",61.745999999999995,0
"27033-24-27_z01",252.806,0
"29390-600-14_z01",449.11400000000003,100
"29390-600-18_z01",711.842,100
"29945-15",195.488,100
"29945-45",513.2379999999999,100
"23489-6.2-19",284.5892,0
"25283-H46",1231.4022,100
"09145-H38",515,100
"09717-24-10",155.7918,100
"06855_z01",1189,100
"21426-2.6",163.0898,0
"20653-08",1025,100
"29330-55-1000",7207,100
"1810-25",140.63,0
"4-300315-55-019-8017",726,100
"01015-025",26.445,100
"23120",218.66940000000002,0
"52195_z01",72.2092,100
"40466-24",131,100
"3416-30_z01",387.9174,100
"27020-12-14_z01",22.057999999999996,100
"27072-32_z01",198.194,100
"56213-R",202.81060000000002,0
"56220-S",174.1106,0
"12517-11-13",180.195,100
"11620-52",176.423,100
"29320-110-05_z02",109,0
"305091-30-030",181,100
"23015-25_z01",297.0204,100
"12371-25-040",89.7408,100
"12373-19-040",51.75019999999999,100
"12373-12-016",22.0498,100
"12360-19-040",27,100
"12360-12-025",14.6698,100
U561-121-010C,311.73940000000005,100
"37297-60",1047.7795999999998,100
"3712-75",389.0408,100
"3720-1-01",381.75919999999996,100
"37141-40",247.8204,100
U591-510-121,200.1456,0
ЗПТК-210-1500,6814,100
ЗР-1100-110,5075,100
"3720-26_z01",235.9796,100
"38800-06",1257,100
"16603-20-2",136.8498,100
"1681-15-H5_z01",699.2796,100
"16622-25_z01",99.7366,0
"32243-30",688,100
"27471-H7",125.214,100
"25081-H4_z01",81,100
"25141-06-15_z01",93.89,100
"8-425163",3181,100
"8-426406",52,0
"8-426432",90,0
"8-426443",82,100
"8-427141",593,100
"8-427624",163,0
"16701-20",82.2706,100
"38823-09",3538,100
"27336-1_z01",471,100
"28749-9.5-48",117.014,100
"41251-0",84.5,100
"34585-200",966,100
"09572",95.1856,100
"35998-H10",165.5252,100
"56432",530.663,0
"29655-133-10.2",298,100
"29655-142-11",374.4284,100
"58037",260.15319999999997,100
"58076",723.9452,100
"58307",128.19060000000002,100
"8-421111_z01",208,100
"8-421131_z01",130,100
"8-421239_z01",105,100
"29626-2",20.049,100
"3001-40",2265,100
"27963_z01",500,0
"0635-10_z01",108.60079999999999,100
"0635-40_z01",236.8898,100
"27230-10_z01",202,100
"3330_z01",194.668,100
"35562-125-180",61.8526,100
"35563-125-120",61.8526,100
"35563-125-180",61.8526,100
"35568-150-100",78.9906,100
"35568-150-120",78.9906,100
"35590-040",53.455799999999996,100
"35590-600",53.455799999999996,100
"35591-060",53.455799999999996,100
"35593-320",72.47980000000001,100
"35593-1000",82.1558,100
"4-01014-050",26.6992,100
"4-300010-42-075",1170,100
"4-300010-48-150",746,100
"57131-50",639,100
"29660-4-12-5",207.02540000000002,100
"3453",48,100
"31625-06",18,100
SV-54115-W,56,100
SV-54135-B,48,100
"4-302055-06-025",336.487,100
"4-302232-10-072",548,100
"4-302312-10-100",533.5329999999999,100
"4-302432-05-046",599.7398,100
"4-302472-06-065",603.4134,100
"4-302472-08-080",759.6397999999999,100
"4-305036-30-080",11.972000000000001,100
"4-31311-48-16-0050",82.38539999999999,100
"35192-150",285,100
"16703-20",89.1996,100
"429000-1/2-15",276,100
"37854-16-18-200",3407.8626,0
"37854-83-95-100",3626.2204,100
"907-22111-060-10",46.658,100
"907-22111-060-50",234.13459999999998,100
"907-22111-120-50",327.73760000000004,100
"907-22112-080-50",293.1992,100
"55465",182.40079999999998,100
"55305-40",325,100
"55310-30",292.8302,100
"55310-60",322.5306,100
"55330-25",141.9502,0
"55316-30-H4",538.6744,100
SV-55323-015,74.8004,100
SV-55323-100,396.60940000000005,100
"2-06817-T-S06",21,100
